,trt_imdb_score,trt_duration,trt_language,country,trt_content_rating,budget,aspect_ratio,trt_genre
1452,6-7,longa_metragem,english,USA,R,27000000.0,1.85,Drama
1453,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Biography
1454,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Horror
1455,5,longa_metragem,english,USA,R,35000000.0,2.35,Drama
1456,6-7,longa_metragem,english,USA,R,35000000.0,1.37,Action
1457,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Crime
1458,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Comedy
1460,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Comedy
1461,5,longa_metragem,english,USA,PG-13,35000000.0,2.35,Action
1462,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Crime
1464,6-7,longa_metragem,english,UK,PG,35000000.0,2.35,Comedy
1465,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Biography
1466,5,longa_metragem,english,USA,PG-13,30000000.0,2.35,Drama
1467,6-7,longa_metragem,english,USA,PG,35000000.0,1.85,Comedy
1468,6-7,longa_metragem,english,UK,PG-13,35000000.0,2.35,Biography
1469,5,longa_metragem,english,USA,PG-13,35000000.0,2.35,Action
1470,5,longa_metragem,english,UK,G,35000000.0,1.85,Adventure
1471,6-7,longa_metragem,english,USA,R,55000000.0,2.35,Comedy
1472,<4,longa_metragem,english,USA,PG-13,35000000.0,1.85,Action
1473,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Crime
1474,5,longa_metragem,english,USA,PG-13,35000000.0,2.35,Comedy
1475,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Action
1476,5,longa_metragem,english,USA,PG-13,35000000.0,2.35,Action
1477,6-7,longa_metragem,english,UK,PG-13,35000000.0,2.35,Adventure
1478,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Action
1479,6-7,longa_metragem,english,UK,PG-13,31000000.0,2.35,Comedy
1480,<4,longa_metragem,english,USA,PG,35000000.0,1.85,Comedy
1483,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Drama
1484,5,longa_metragem,english,USA,PG-13,35000000.0,2.35,Action
1485,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Comedy
1486,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Drama
1487,6-7,longa_metragem,english,USA,PG-13,35000000.0,1.85,Action
1488,6-7,longa_metragem,english,UK,PG,35000000.0,2.35,Biography
1489,5,longa_metragem,english,USA,R,35000000.0,2.35,Action
1490,6-7,longa_metragem,english,USA,PG-13,32000000.0,1.85,Drama
1491,<4,longa_metragem,english,Aruba,R,35000000.0,2.35,Action
1492,5,longa_metragem,english,USA,R,35000000.0,1.85,Action
1493,5,longa_metragem,english,USA,R,38000000.0,1.85,Action
1494,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Action
1495,<4,longa_metragem,english,USA,PG,35000000.0,1.85,Action
1496,6-7,longa_metragem,english,USA,PG,35000000.0,2.35,Adventure
1497,<4,longa_metragem,english,USA,PG,35000000.0,2.35,Action
1498,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Comedy
1500,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Drama
1501,8-10,longa_metragem,english,USA,R,35000000.0,1.66,Crime
1502,6-7,longa_metragem,english,Denmark,R,35000000.0,2.35,Action
1503,6-7,longa_metragem,english,France,R,35000000.0,1.85,Crime
1506,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Drama
1511,6-7,longa_metragem,english,USA,PG-13,34000000.0,2.35,Action
1512,5,longa_metragem,english,USA,R,35000000.0,2.35,Comedy
1513,6-7,longa_metragem,english,USA,PG,30000000.0,2.35,Drama
1514,6-7,longa_metragem,english,USA,PG-13,35000000.0,1.85,Drama
1515,5,longa_metragem,english,USA,R,34000000.0,2.35,Action
1516,5,longa_metragem,english,USA,R,35000000.0,2.35,Action
1517,6-7,longa_metragem,other,Japan,G,34000000.0,1.85,Adventure
1518,6-7,longa_metragem,english,USA,PG-13,34000000.0,2.35,Drama
1519,5,longa_metragem,english,USA,R,34000000.0,1.85,Drama
1520,5,longa_metragem,english,USA,PG-13,34000000.0,2.35,Adventure
1521,5,longa_metragem,english,USA,PG-13,35000000.0,2.35,Comedy
1522,6-7,longa_metragem,english,UK,PG-13,35000000.0,2.35,Biography
1524,6-7,longa_metragem,english,USA,R,40000000.0,2.35,Drama
1525,5,longa_metragem,english,USA,R,33000000.0,2.35,Action
1526,5,longa_metragem,english,USA,PG-13,30000000.0,1.85,Action
1528,<4,longa_metragem,english,USA,PG-13,30000000.0,2.35,Action
1529,6-7,longa_metragem,english,USA,PG-13,33000000.0,2.35,Drama
1530,5,longa_metragem,english,Germany,R,33000000.0,2.35,Action
1531,5,longa_metragem,english,USA,R,33000000.0,1.85,Crime
1532,6-7,longa_metragem,english,USA,R,33000000.0,2.35,Action
1533,6-7,longa_metragem,english,USA,PG-13,10000000.0,2.35,Drama
1534,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Action
1535,6-7,longa_metragem,english,USA,R,38000000.0,2.35,Comedy
1536,8-10,longa_metragem,english,USA,PG,32500000.0,2.35,Action
1537,6-7,longa_metragem,english,UK,R,30000000.0,2.35,Action
1538,6-7,longa_metragem,english,USA,R,32000000.0,1.85,Drama
1540,6-7,longa_metragem,english,USA,PG,33000000.0,1.85,Comedy
1541,6-7,longa_metragem,english,USA,PG,32000000.0,2.35,Drama
1542,5,longa_metragem,english,Canada,PG,35000000.0,1.85,Adventure
1543,6-7,longa_metragem,english,USA,PG-13,32000000.0,1.85,Comedy
1544,5,longa_metragem,english,Germany,PG,32000000.0,1.85,Comedy
1545,6-7,longa_metragem,english,USA,R,32500000.0,2.35,Comedy
1546,6-7,longa_metragem,english,USA,R,32000000.0,2.35,Comedy
1547,6-7,longa_metragem,english,USA,R,29000000.0,2.35,Horror
1548,6-7,longa_metragem,english,USA,R,32000000.0,2.35,Biography
1549,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Action
1550,5,longa_metragem,english,USA,R,35000000.0,2.35,Comedy
1551,<4,longa_metragem,english,USA,PG-13,32000000.0,2.35,Action
1552,6-7,longa_metragem,english,USA,PG-13,32000000.0,1.85,Mystery
1553,6-7,longa_metragem,english,USA,R,32000000.0,1.85,Adventure
1554,6-7,longa_metragem,english,USA,R,32000000.0,2.35,Mystery
1555,6-7,longa_metragem,english,France,PG,33000000.0,2.35,Action
1557,6-7,longa_metragem,english,USA,PG,32000000.0,2.35,Drama
1558,6-7,longa_metragem,english,USA,R,32000000.0,1.85,Crime
1559,6-7,longa_metragem,english,France,PG-13,32000000.0,2.35,Action
1560,6-7,longa_metragem,english,Japan,R,32000000.0,1.85,Action
1561,5,longa_metragem,english,Ireland,PG-13,28000000.0,2.35,Comedy
1562,6-7,longa_metragem,english,USA,R,55000000.0,2.35,Drama
1563,6-7,longa_metragem,english,USA,R,32000000.0,2.35,Action
1564,<4,longa_metragem,english,South Korea,PG-13,35000000.0,2.35,Action
1565,5,longa_metragem,english,USA,PG,30000000.0,1.85,Comedy
1566,5,longa_metragem,english,USA,PG-13,30000000.0,2.35,Comedy
1567,6-7,longa_metragem,english,USA,G,32000000.0,1.33,Animation
1568,6-7,longa_metragem,english,USA,R,32000000.0,2.35,Drama
1569,6-7,longa_metragem,english,USA,R,32000000.0,1.66,Drama
1571,8-10,longa_metragem,english,USA,R,31500000.0,2.35,Drama
1572,6-7,longa_metragem,english,USA,R,32000000.0,2.35,Comedy
1573,6-7,longa_metragem,english,USA,PG,6500000.0,2.35,Drama
1574,6-7,longa_metragem,english,UK,R,31500000.0,2.35,Action
1575,6-7,longa_metragem,english,USA,PG,31000000.0,1.85,Biography
1576,6-7,longa_metragem,english,USA,R,31000000.0,2.35,Drama
1577,6-7,longa_metragem,english,UK,PG,34000000.0,2.35,Action
1578,8-10,longa_metragem,english,USA,R,25000000.0,1.37,Adventure
1579,6-7,longa_metragem,english,USA,PG-13,31000000.0,2.35,Drama
1580,6-7,longa_metragem,english,USA,PG-13,31000000.0,1.85,Comedy
1581,6-7,longa_metragem,english,USA,PG-13,31000000.0,2.35,Crime
1583,6-7,longa_metragem,english,USA,R,31000000.0,2.35,Adventure
1584,6-7,longa_metragem,english,USA,R,30250000.0,1.85,Comedy
1585,6-7,longa_metragem,english,USA,PG-13,45000000.0,1.85,Comedy
1586,6-7,longa_metragem,english,USA,PG-13,34200000.0,1.85,Comedy
1587,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Comedy
1588,8-10,longa_metragem,english,USA,G,30000000.0,1.85,Adventure
1589,6-7,longa_metragem,english,USA,R,25000000.0,2.35,Action
1590,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Drama
1591,6-7,longa_metragem,english,USA,PG,31000000.0,1.85,Drama
1592,6-7,longa_metragem,english,USA,PG,30000000.0,2.35,Biography
1593,6-7,longa_metragem,english,USA,PG,30000000.0,2.35,Action
1594,6-7,longa_metragem,english,USA,PG-13,30000000.0,1.85,Biography
1595,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Comedy
1596,6-7,longa_metragem,english,USA,PG-13,38000000.0,1.85,Comedy
1597,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Adventure
1598,6-7,longa_metragem,english,USA,G,37000000.0,1.85,Comedy
1599,6-7,longa_metragem,english,USA,PG,26000000.0,1.85,Comedy
1600,8-10,longa_metragem,english,USA,R,33000000.0,2.35,Crime
1601,8-10,longa_metragem,english,South Africa,R,30000000.0,1.85,Action
1602,6-7,longa_metragem,english,USA,PG,30000000.0,1.85,Adventure
1603,8-10,longa_metragem,english,USA,R,25000000.0,2.35,Crime
1604,8-10,longa_metragem,english,USA,PG-13,30000000.0,2.35,Drama
1605,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Comedy
1606,6-7,longa_metragem,english,USA,PG-13,29000000.0,2.35,Drama
1607,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Comedy
1608,<4,longa_metragem,english,USA,G,30000000.0,1.85,Comedy
1609,6-7,longa_metragem,english,Germany,G,30000000.0,1.85,Adventure
1610,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Drama
1611,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Drama
1612,6-7,longa_metragem,english,USA,R,25000000.0,1.85,Drama
1613,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Comedy
1614,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Comedy
1615,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Action
1616,5,longa_metragem,english,USA,PG-13,30000000.0,1.85,Comedy
1617,6-7,longa_metragem,english,Australia,G,30000000.0,1.85,Comedy
1618,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Comedy
1619,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Comedy
1621,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Action
1622,6-7,longa_metragem,english,USA,PG-13,30000000.0,1.85,Comedy
1623,5,longa_metragem,english,USA,PG-13,30000000.0,1.85,Drama
1624,5,longa_metragem,english,USA,PG,30000000.0,1.85,Comedy
1625,5,longa_metragem,english,USA,PG-13,19000000.0,2.35,Adventure
1626,6-7,longa_metragem,english,USA,PG-13,37000000.0,1.85,Comedy
1627,6-7,longa_metragem,english,Spain,PG-13,17000000.0,1.85,Comedy
1628,5,longa_metragem,english,Canada,PG,42000000.0,1.85,Adventure
1629,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Biography
1630,6-7,longa_metragem,english,USA,PG-13,55000000.0,2.35,Drama
1631,5,longa_metragem,english,USA,PG,27800000.0,2.35,Action
1632,5,longa_metragem,english,USA,PG,30000000.0,1.85,Comedy
1633,6-7,longa_metragem,english,USA,PG-13,30000000.0,1.85,Comedy
1634,6-7,longa_metragem,english,UK,PG,30000000.0,2.35,Action
1635,6-7,longa_metragem,english,UK,G,30000000.0,1.85,Animation
1636,6-7,longa_metragem,english,USA,PG-13,30000000.0,1.85,Drama
1638,6-7,longa_metragem,english,UK,R,30000000.0,1.85,Drama
1639,6-7,longa_metragem,english,USA,PG,30000000.0,2.35,Comedy
1640,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Action
1642,6-7,longa_metragem,english,USA,PG,40000000.0,1.85,Animation
1644,6-7,longa_metragem,english,USA,R,30000000.0,2.39,Action
1645,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Drama
1646,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Horror
1647,6-7,longa_metragem,english,USA,PG-13,25000000.0,2.35,Drama
1648,6-7,longa_metragem,english,USA,PG,30000000.0,1.85,Comedy
1649,6-7,longa_metragem,english,USA,PG-13,30000000.0,1.85,Drama
1650,5,longa_metragem,english,USA,PG-13,30000000.0,1.85,Drama
1651,6-7,longa_metragem,english,USA,PG-13,38000000.0,1.85,Comedy
1652,6-7,longa_metragem,english,USA,R,32000000.0,2.35,Horror
1653,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Fantasy
1654,<4,longa_metragem,english,USA,PG-13,30000000.0,1.85,Comedy
1655,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Action
1656,6-7,longa_metragem,english,USA,R,27000000.0,1.37,Action
1657,6-7,longa_metragem,english,USA,PG-13,25000000.0,1.85,Comedy
1658,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Action
1660,<4,longa_metragem,english,USA,PG-13,30000000.0,1.85,Action
1661,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Comedy
1662,5,longa_metragem,english,USA,R,30000000.0,2.35,Drama
1663,6-7,longa_metragem,english,USA,PG-13,30000000.0,1.85,Drama
1665,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Crime
1666,5,longa_metragem,english,USA,PG-13,45000000.0,1.85,Comedy
1667,6-7,longa_metragem,english,USA,PG-13,30000000.0,1.85,Action
1668,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Crime
1670,6-7,media_metragem,english,USA,G,30000000.0,1.85,Adventure
1671,<4,longa_metragem,english,USA,PG-13,19000000.0,1.37,Comedy
1672,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Comedy
1673,6-7,longa_metragem,english,USA,PG-13,30000000.0,1.85,Biography
1674,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Drama
1675,5,longa_metragem,english,USA,R,30000000.0,2.35,Action
1676,5,longa_metragem,english,USA,PG-13,30000000.0,2.35,Comedy
1677,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Horror
1678,5,longa_metragem,english,USA,R,30000000.0,1.85,Adventure
1679,5,longa_metragem,english,USA,PG-13,35000000.0,2.35,Comedy
1680,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Comedy
1681,5,longa_metragem,english,USA,PG-13,30000000.0,1.85,Comedy
1682,6-7,longa_metragem,english,USA,PG-13,35000000.0,2.35,Crime
1683,<4,longa_metragem,english,USA,PG-13,30000000.0,1.85,Action
1684,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Action
1685,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Action
1686,5,longa_metragem,english,USA,R,25000000.0,1.85,Action
1687,5,longa_metragem,english,USA,PG-13,30000000.0,2.35,Action
1688,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Comedy
1689,5,longa_metragem,english,USA,R,30000000.0,2.35,Crime
1690,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Drama
1691,5,longa_metragem,english,USA,PG-13,40000000.0,1.85,Comedy
1692,5,longa_metragem,english,Canada,R,26000000.0,1.85,Drama
1693,<4,longa_metragem,english,USA,PG,35000000.0,1.85,Action
1694,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Crime
1695,5,longa_metragem,english,USA,PG-13,30000000.0,2.35,Adventure
1696,5,longa_metragem,english,USA,PG-13,30000000.0,1.85,Comedy
1697,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Drama
1698,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Comedy
1699,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Biography
1700,<4,longa_metragem,english,USA,PG-13,30000000.0,2.35,Action
1701,5,longa_metragem,english,USA,R,30000000.0,1.85,Drama
1702,<4,longa_metragem,english,USA,PG,45000000.0,2.35,Action
1703,6-7,longa_metragem,english,USA,R,45000000.0,2.35,Action
1704,<4,longa_metragem,english,USA,PG-13,25000000.0,2.35,Drama
1705,6-7,longa_metragem,english,USA,PG-13,23000000.0,2.35,Comedy
1706,<4,longa_metragem,english,USA,PG,30000000.0,1.85,Animation
1707,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Drama
1708,6-7,longa_metragem,english,UK,PG-13,40000000.0,1.85,Adventure
1711,5,longa_metragem,english,USA,R,30000000.0,2.35,Crime
1712,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Action
1713,6-7,longa_metragem,english,USA,R,18000000.0,1.85,Drama
1714,8-10,longa_metragem,english,Italy,R,30000000.0,1.85,Crime
1715,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Action
1716,6-7,longa_metragem,english,USA,R,18000000.0,2.35,Drama
1717,6-7,longa_metragem,english,France,R,25000000.0,1.85,Action
1719,6-7,longa_metragem,english,UK,PG,30000000.0,2.35,Biography
1720,5,longa_metragem,other,China,PG-13,60000000.0,2.35,Action
1721,<4,longa_metragem,english,USA,PG-13,21000000.0,2.35,Action
1722,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Biography
1723,6-7,longa_metragem,other,China,R,18000000.0,2.35,Action
1726,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Action
1734,6-7,longa_metragem,english,USA,PG-13,29000000.0,1.85,Comedy
1735,6-7,longa_metragem,english,USA,PG-13,28000000.0,2.39,Biography
1737,6-7,longa_metragem,english,USA,PG-13,30000000.0,1.85,Comedy
1738,5,longa_metragem,english,UK,PG,29000000.0,1.85,Adventure
1739,6-7,longa_metragem,english,USA,R,35000000.0,2.35,Drama
1741,5,longa_metragem,english,Germany,PG-13,29000000.0,1.85,Comedy
1742,5,longa_metragem,english,USA,R,29000000.0,1.85,Comedy
1743,6-7,longa_metragem,english,UK,PG,29000000.0,2.35,Biography
1744,6-7,longa_metragem,english,USA,R,28000000.0,2.35,Comedy
1745,<4,longa_metragem,english,Romania,R,12000000.0,1.85,Comedy
1746,6-7,longa_metragem,english,USA,R,29000000.0,2.35,Drama
1747,8-10,longa_metragem,english,USA,G,28000000.0,1.33,Adventure
1748,6-7,longa_metragem,english,USA,R,28000000.0,2.35,Biography
1749,6-7,longa_metragem,english,USA,PG,28000000.0,2.35,Action
1750,5,longa_metragem,english,USA,G,24000000.0,1.85,Adventure
1751,6-7,longa_metragem,english,USA,R,60000000.0,2.35,Crime
1753,6-7,longa_metragem,english,USA,R,29000000.0,1.78,Action
1754,8-10,longa_metragem,english,USA,R,28000000.0,2.35,Action
1755,6-7,longa_metragem,english,Germany,R,28000000.0,1.85,Comedy
1756,6-7,longa_metragem,english,USA,R,28000000.0,2.35,Biography
1757,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Comedy
1758,6-7,longa_metragem,english,USA,PG,28000000.0,2.4,Biography
1759,6-7,longa_metragem,english,USA,R,26000000.0,2.35,Action
1760,5,longa_metragem,english,Germany,PG-13,35000000.0,2.35,Comedy
1762,6-7,longa_metragem,english,USA,R,21000000.0,2.35,Comedy
1763,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Mystery
1764,6-7,longa_metragem,english,USA,PG-13,28000000.0,2.35,Comedy
1765,6-7,longa_metragem,english,UK,PG,28000000.0,2.35,Action
1766,6-7,longa_metragem,english,USA,PG-13,28000000.0,1.85,Comedy
1767,5,longa_metragem,english,Canada,R,27000000.0,2.35,Action
1768,6-7,longa_metragem,english,Germany,PG-13,28000000.0,2.35,Comedy
1769,6-7,longa_metragem,english,USA,PG-13,28000000.0,2.35,Drama
1770,6-7,longa_metragem,english,USA,PG,28000000.0,1.85,Comedy
1771,6-7,longa_metragem,english,USA,PG,28000000.0,2.35,Comedy
1772,6-7,longa_metragem,english,UK,R,30000000.0,2.35,Action
1773,6-7,longa_metragem,english,Germany,R,28000000.0,2.35,Action
1774,<4,longa_metragem,english,USA,R,28000000.0,2.35,Action
1775,6-7,longa_metragem,english,USA,PG,28000000.0,2.39,Comedy
1776,6-7,longa_metragem,english,France,PG,28000000.0,2.35,Drama
1777,8-10,longa_metragem,english,USA,R,28000000.0,2.35,Sci-Fi
1778,6-7,longa_metragem,english,USA,R,28000000.0,2.35,Adventure
1779,6-7,longa_metragem,english,USA,PG-13,28000000.0,2.35,Action
1780,6-7,longa_metragem,english,USA,R,21000000.0,1.85,Crime
1781,<4,longa_metragem,english,USA,R,28000000.0,2.35,Drama
1782,8-10,longa_metragem,english,France,G,160000000.0,1.85,Documentary
1783,5,longa_metragem,english,USA,PG-13,28000000.0,1.85,Comedy
1784,6-7,longa_metragem,english,Canada,R,28000000.0,2.35,Comedy
1785,5,longa_metragem,english,USA,PG,28000000.0,1.85,Action
1786,5,longa_metragem,english,USA,PG,28000000.0,1.85,Comedy
1787,<4,longa_metragem,english,USA,R,28000000.0,2.35,Action
1788,6-7,longa_metragem,english,USA,R,28000000.0,1.85,Comedy
1789,5,longa_metragem,english,USA,PG-13,28000000.0,2.35,Action
1790,6-7,longa_metragem,english,USA,PG-13,28000000.0,2.35,Biography
1791,6-7,longa_metragem,english,UK,R,27000000.0,1.85,Comedy
1792,6-7,longa_metragem,english,USA,R,28000000.0,2.35,Action
1794,5,longa_metragem,english,France,PG-13,28000000.0,2.35,Action
1795,6-7,longa_metragem,english,UK,PG,27500000.0,2.35,Action
1796,6-7,longa_metragem,english,USA,R,30000000.0,1.85,Comedy
1797,6-7,longa_metragem,english,USA,PG-13,30000000.0,2.35,Drama
1798,5,longa_metragem,english,USA,PG-13,35000000.0,1.85,Comedy
1799,6-7,longa_metragem,english,UK,PG,16000000.0,1.85,Adventure
1800,6-7,longa_metragem,english,UK,R,15000000.0,1.85,Crime
1801,6-7,longa_metragem,english,USA,R,27500000.0,2.35,Drama
1803,6-7,longa_metragem,english,USA,PG,30000000.0,2.35,Action
1804,6-7,longa_metragem,english,USA,PG-13,27000000.0,2.35,Drama
1806,6-7,longa_metragem,english,USA,R,27000000.0,2.35,Crime
1807,6-7,longa_metragem,english,USA,R,27000000.0,1.85,Action
1809,5,longa_metragem,english,USA,PG-13,25000000.0,2.35,Comedy
1810,6-7,longa_metragem,english,UK,PG-13,30000000.0,2.35,Comedy
1811,5,longa_metragem,english,USA,R,27000000.0,2.35,Action
1812,6-7,longa_metragem,english,Germany,R,27000000.0,2.35,Crime
1813,6-7,longa_metragem,english,USA,PG,27000000.0,1.85,Adventure
1814,6-7,longa_metragem,english,UK,PG-13,30000000.0,2.35,Drama
1816,6-7,longa_metragem,english,Australia,R,27000000.0,2.35,Action
1817,6-7,longa_metragem,english,UK,PG-13,13500000.0,2.35,Biography
1820,6-7,longa_metragem,english,USA,PG-13,27000000.0,2.35,Action
1821,6-7,longa_metragem,english,USA,R,27000000.0,2.35,Horror
1822,5,longa_metragem,english,USA,R,27000000.0,1.33,Crime
1823,6-7,longa_metragem,english,USA,PG,27000000.0,1.85,Comedy
1824,<4,longa_metragem,english,USA,PG,27000000.0,1.85,Action
1825,6-7,longa_metragem,english,USA,R,27000000.0,2.35,Crime
1826,6-7,longa_metragem,english,UK,R,28000000.0,2.35,Action
1827,6-7,longa_metragem,english,USA,R,15000000.0,1.85,Comedy
1828,6-7,longa_metragem,english,USA,R,27000000.0,2.35,Crime
