,trt_imdb_score,trt_duration,trt_language,country,trt_content_rating,budget,aspect_ratio,trt_genre
2005,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Crime
2007,6-7,longa_metragem,other,France,R,25000000.0,2.35,Comedy
2008,5,longa_metragem,english,USA,R,25000000.0,1.78,Comedy
2011,5,longa_metragem,english,USA,R,25000000.0,2.35,Crime
2016,6-7,longa_metragem,english,USA,R,14000000.0,1.85,Drama
2017,6-7,longa_metragem,english,France,R,25000000.0,2.35,Adventure
2018,6-7,longa_metragem,english,USA,PG,25000000.0,2.35,Adventure
2019,6-7,longa_metragem,english,USA,PG,24000000.0,1.85,Drama
2021,6-7,longa_metragem,english,USA,R,24000000.0,2.35,Horror
2022,5,longa_metragem,english,USA,R,25000000.0,2.35,Action
2023,5,longa_metragem,english,USA,PG-13,24000000.0,2.35,Comedy
2024,6-7,longa_metragem,english,USA,R,24000000.0,1.85,Comedy
2025,6-7,longa_metragem,english,USA,PG,8200000.0,1.85,Drama
2026,6-7,longa_metragem,english,USA,R,24000000.0,2.35,Comedy
2027,6-7,longa_metragem,english,USA,R,24000000.0,1.85,Comedy
2028,<4,longa_metragem,english,USA,R,24000000.0,2.35,Horror
2029,6-7,longa_metragem,english,USA,PG,24000000.0,1.85,Comedy
2030,6-7,longa_metragem,english,USA,R,24000000.0,1.85,Comedy
2031,6-7,longa_metragem,english,Germany,R,24000000.0,2.35,Comedy
2032,6-7,longa_metragem,english,USA,R,25000000.0,2.35,Comedy
2033,5,longa_metragem,english,USA,PG-13,24000000.0,2.35,Action
2034,6-7,longa_metragem,english,USA,R,24000000.0,1.85,Biography
2035,5,longa_metragem,english,USA,PG-13,24000000.0,2.35,Comedy
2036,6-7,longa_metragem,english,USA,G,24000000.0,1.85,Adventure
2037,5,longa_metragem,english,USA,G,24000000.0,1.85,Adventure
2038,5,longa_metragem,english,USA,PG-13,24000000.0,1.85,Comedy
2039,5,longa_metragem,english,USA,R,24000000.0,2.35,Comedy
2040,<4,longa_metragem,english,USA,PG-13,24000000.0,1.85,Comedy
2041,5,longa_metragem,english,USA,R,24000000.0,2.35,Comedy
2042,6-7,longa_metragem,english,USA,PG-13,23000000.0,2.35,Biography
2044,6-7,longa_metragem,english,UK,G,28000000.0,2.35,Action
2045,5,longa_metragem,english,UK,PG,24000000.0,1.85,Drama
2046,6-7,longa_metragem,english,USA,R,24000000.0,2.35,Action
2047,8-10,longa_metragem,other,Japan,PG,24000000.0,1.85,Adventure
2048,6-7,longa_metragem,english,USA,R,23600000.0,2.35,Adventure
2050,6-7,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2051,8-10,longa_metragem,english,USA,PG,18000000.0,2.35,Action
2052,6-7,longa_metragem,english,USA,R,19000000.0,1.85,Action
2053,6-7,longa_metragem,english,USA,PG-13,23000000.0,1.85,Comedy
2054,6-7,longa_metragem,english,USA,R,23000000.0,1.85,Horror
2055,6-7,longa_metragem,english,USA,R,12500000.0,2.35,Drama
2056,6-7,longa_metragem,english,USA,R,23000000.0,2.35,Horror
2057,6-7,longa_metragem,english,USA,PG-13,23000000.0,1.85,Comedy
2058,8-10,longa_metragem,english,USA,R,23000000.0,1.85,Drama
2060,6-7,longa_metragem,english,USA,R,23000000.0,2.35,Mystery
2061,5,longa_metragem,english,UK,PG,25000000.0,2.35,Adventure
2062,6-7,longa_metragem,english,USA,PG-13,23000000.0,2.35,Comedy
2064,5,longa_metragem,english,USA,PG-13,23000000.0,1.85,Comedy
2065,5,longa_metragem,english,Ireland,R,23000000.0,2.35,Action
2066,<4,longa_metragem,english,USA,PG-13,23000000.0,2.35,Adventure
2067,6-7,longa_metragem,english,USA,PG-13,23000000.0,1.85,Drama
2068,5,longa_metragem,english,USA,PG,23000000.0,2.35,Biography
2069,6-7,longa_metragem,english,UK,R,23000000.0,1.85,Drama
2070,6-7,longa_metragem,english,USA,R,23000000.0,1.85,Action
2072,6-7,longa_metragem,other,France,PG-13,19430000.0,2.35,Biography
2074,6-7,longa_metragem,english,UK,R,23000000.0,2.35,Comedy
2076,6-7,longa_metragem,english,USA,PG-13,23000000.0,2.35,Drama
2078,6-7,longa_metragem,english,USA,PG-13,25000000.0,2.35,Fantasy
2079,6-7,longa_metragem,english,USA,PG,22700000.0,1.85,Adventure
2080,6-7,longa_metragem,english,Australia,R,22500000.0,2.35,Drama
2081,6-7,longa_metragem,english,USA,PG-13,22000000.0,1.85,Drama
2082,6-7,longa_metragem,english,USA,R,23000000.0,1.85,Comedy
2083,6-7,longa_metragem,english,USA,PG,22000000.0,1.85,Comedy
2084,6-7,longa_metragem,english,USA,G,20000000.0,2.35,Drama
2085,6-7,longa_metragem,english,USA,PG,22000000.0,2.35,Comedy
2086,6-7,longa_metragem,english,USA,PG-13,35000000.0,1.85,Drama
2087,<4,longa_metragem,english,USA,PG-13,22000000.0,1.85,Comedy
2089,6-7,longa_metragem,english,USA,PG,22000000.0,2.35,Comedy
2090,5,longa_metragem,english,USA,PG-13,22000000.0,1.85,Action
2091,6-7,longa_metragem,english,USA,PG-13,22000000.0,1.85,Drama
2092,5,longa_metragem,english,USA,PG-13,22000000.0,2.35,Biography
2093,6-7,longa_metragem,english,UK,R,22000000.0,2.35,Action
2094,6-7,longa_metragem,english,USA,R,22000000.0,2.35,Drama
2095,6-7,longa_metragem,english,USA,R,21000000.0,1.85,Comedy
2096,6-7,longa_metragem,english,UK,PG,22000000.0,2.35,Biography
2097,<4,longa_metragem,english,USA,R,22000000.0,1.85,Comedy
2098,6-7,longa_metragem,english,USA,PG-13,26000000.0,2.35,Comedy
2101,5,longa_metragem,english,USA,PG-13,22000000.0,1.85,Comedy
2102,6-7,longa_metragem,english,USA,PG,22000000.0,2.35,Comedy
2103,6-7,longa_metragem,english,USA,R,22000000.0,1.85,Crime
2104,6-7,longa_metragem,english,USA,R,22000000.0,2.35,Comedy
2106,5,longa_metragem,english,USA,PG-13,30000000.0,2.35,Crime
2107,6-7,longa_metragem,english,UK,PG-13,22000000.0,1.85,Comedy
2108,5,longa_metragem,english,Canada,PG-13,22000000.0,1.85,Comedy
2109,6-7,longa_metragem,english,USA,R,22000000.0,2.35,Action
2110,5,longa_metragem,english,Germany,PG,22000000.0,1.85,Adventure
2111,6-7,longa_metragem,english,USA,R,22000000.0,2.35,Comedy
2112,<4,longa_metragem,english,USA,PG-13,23500000.0,1.85,Action
2113,<4,longa_metragem,english,USA,PG-13,22000000.0,1.85,Action
2114,6-7,longa_metragem,english,USA,G,25000000.0,2.35,Comedy
2115,<4,longa_metragem,english,USA,PG,22000000.0,2.35,Comedy
2116,5,longa_metragem,english,France,PG-13,25000000.0,2.35,Action
2118,6-7,longa_metragem,other,Netherlands,R,21000000.0,2.35,Drama
2119,6-7,longa_metragem,other,France,PG-13,22000000.0,2.35,Drama
2120,6-7,longa_metragem,english,USA,R,2000000.0,2.35,Action
2121,5,longa_metragem,english,USA,PG-13,22000000.0,2.35,Comedy
2122,6-7,longa_metragem,english,UK,R,22000000.0,2.35,Drama
2124,5,longa_metragem,english,USA,R,22000000.0,2.35,Drama
2125,6-7,longa_metragem,other,France,PG-13,16000000.0,2.35,Comedy
2126,6-7,longa_metragem,english,USA,R,22000000.0,2.35,Crime
2127,6-7,longa_metragem,english,USA,R,25000000.0,2.35,Crime
2128,6-7,longa_metragem,english,USA,PG-13,21500000.0,1.85,Adventure
2129,6-7,longa_metragem,english,USA,R,21500000.0,2.35,Crime
2131,6-7,longa_metragem,english,USA,R,17000000.0,1.85,Comedy
2132,5,longa_metragem,english,USA,PG,21000000.0,2.35,Action
2133,6-7,longa_metragem,english,USA,R,21000000.0,1.85,Animation
2134,6-7,longa_metragem,english,USA,R,9000000.0,1.85,Comedy
2135,<4,longa_metragem,english,USA,PG,17000000.0,1.85,Action
2136,6-7,longa_metragem,english,USA,PG-13,21000000.0,1.85,Drama
2137,6-7,longa_metragem,english,USA,R,21000000.0,2.35,Comedy
2138,6-7,longa_metragem,english,Germany,PG-13,21000000.0,1.85,Biography
2140,6-7,longa_metragem,english,France,PG-13,21000000.0,2.35,Action
2141,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Action
2142,<4,longa_metragem,english,USA,R,21000000.0,1.85,Horror
2144,6-7,longa_metragem,english,USA,R,17000000.0,2.35,Comedy
2145,6-7,longa_metragem,english,USA,PG-13,21000000.0,2.35,Comedy
2146,6-7,longa_metragem,english,USA,PG-13,21000000.0,2.35,Drama
2147,6-7,longa_metragem,english,France,R,20000000.0,2.35,Drama
2148,5,longa_metragem,english,USA,PG-13,21000000.0,1.85,Comedy
2149,6-7,longa_metragem,english,USA,PG-13,21000000.0,2.35,Drama
2150,5,longa_metragem,english,USA,R,35000000.0,2.35,Comedy
2151,6-7,longa_metragem,english,Canada,R,31000000.0,1.85,Horror
2152,8-10,longa_metragem,english,USA,PG,18000000.0,2.35,Action
2153,6-7,longa_metragem,english,USA,PG,18000000.0,1.85,Adventure
2154,6-7,longa_metragem,english,USA,PG,19400870.0,2.35,Drama
2155,<4,longa_metragem,english,USA,PG-13,20000000.0,2.35,Drama
2156,6-7,longa_metragem,english,USA,R,28000000.0,2.35,Action
2157,5,longa_metragem,english,USA,PG-13,33000000.0,2.35,Comedy
2158,8-10,longa_metragem,english,USA,R,19000000.0,1.85,Crime
2159,6-7,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2160,6-7,longa_metragem,english,USA,R,20000000.0,1.78,Action
2161,5,longa_metragem,english,USA,PG,20000000.0,2.35,Adventure
2162,<4,longa_metragem,english,USA,PG,20000000.0,2.35,Adventure
2163,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Horror
2164,<4,longa_metragem,english,USA,PG,32000000.0,1.85,Adventure
2165,<4,longa_metragem,english,USA,R,20000000.0,1.85,Comedy
2167,6-7,longa_metragem,english,USA,PG-13,35000000.0,1.85,Comedy
2168,5,longa_metragem,english,USA,PG-13,18000000.0,1.85,Action
2170,5,longa_metragem,english,USA,PG-13,37000000.0,1.85,Comedy
2171,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Comedy
2172,6-7,longa_metragem,english,USA,PG,20000000.0,1.85,Adventure
2173,5,longa_metragem,english,USA,PG,20000000.0,2.35,Drama
2174,8-10,longa_metragem,english,USA,R,20000000.0,2.35,Biography
2175,5,longa_metragem,english,USA,PG-13,20000000.0,2.35,Comedy
2176,<4,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2177,6-7,longa_metragem,english,USA,PG-13,20000000.0,1.85,Fantasy
2178,6-7,longa_metragem,english,UK,PG-13,20000000.0,2.35,Drama
2179,<4,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2182,<4,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2183,5,longa_metragem,english,USA,G,20000000.0,1.66,Adventure
2184,6-7,longa_metragem,english,UK,PG-13,20000000.0,2.35,Biography
2185,5,longa_metragem,english,USA,G,20000000.0,1.85,Adventure
2186,<4,longa_metragem,english,USA,PG-13,20000000.0,1.85,Drama
2187,5,longa_metragem,english,USA,PG-13,20000000.0,2.35,Drama
2188,6-7,longa_metragem,english,USA,G,30000000.0,1.78,Animation
2190,6-7,longa_metragem,english,USA,PG,20000000.0,2.35,Adventure
2192,<4,longa_metragem,english,USA,PG-13,20000000.0,1.85,Adventure
2194,8-10,longa_metragem,english,USA,R,20000000.0,1.85,Biography
2195,6-7,longa_metragem,english,USA,PG-13,22000000.0,2.35,Crime
2196,5,longa_metragem,english,USA,PG-13,20000000.0,1.85,Horror
2197,5,longa_metragem,english,USA,R,20000000.0,1.85,Comedy
2198,6-7,longa_metragem,english,USA,PG,20000000.0,1.85,Adventure
2199,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Comedy
2201,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Crime
2202,6-7,longa_metragem,english,USA,PG,20000000.0,2.35,Biography
2203,<4,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2204,6-7,longa_metragem,english,France,R,25000000.0,1.85,Drama
2205,6-7,longa_metragem,english,USA,R,19800000.0,2.35,Comedy
2206,6-7,longa_metragem,english,USA,PG-13,20000000.0,1.85,Drama
2207,6-7,longa_metragem,english,USA,R,30000000.0,2.35,Action
2208,<4,longa_metragem,english,USA,R,11000000.0,2.35,Horror
2209,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Crime
2210,<4,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2212,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Biography
2213,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Action
2214,5,longa_metragem,english,USA,R,35000000.0,1.85,Horror
2215,6-7,longa_metragem,english,USA,R,19000000.0,2.35,Adventure
2216,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Crime
2218,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Drama
2219,6-7,longa_metragem,english,UK,R,20000000.0,1.85,Comedy
2220,<4,longa_metragem,english,Japan,PG-13,27000000.0,1.85,Horror
2221,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Crime
2222,6-7,longa_metragem,english,UK,R,20000000.0,2.35,Crime
2223,8-10,longa_metragem,english,USA,R,20000000.0,1.85,Drama
2224,5,longa_metragem,english,USA,PG,20000000.0,2.35,Comedy
2225,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Action
2226,6-7,longa_metragem,english,UK,R,20000000.0,2.35,Action
2227,5,longa_metragem,english,USA,PG,20000000.0,2.35,Comedy
2228,6-7,longa_metragem,english,Australia,R,20000000.0,2.35,Action
2229,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Comedy
2230,5,longa_metragem,english,Hungary,PG,20000000.0,1.85,Adventure
2231,5,longa_metragem,english,USA,PG-13,9000000.0,2.35,Horror
2232,6-7,longa_metragem,english,Australia,PG-13,20000000.0,2.35,Action
2233,5,longa_metragem,english,USA,PG,20000000.0,1.85,Adventure
2234,5,longa_metragem,english,USA,PG-13,20000000.0,2.35,Action
2236,<4,longa_metragem,english,USA,PG,40000000.0,1.85,Comedy
2237,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Comedy
2240,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Action
2242,8-10,longa_metragem,english,USA,R,806947.0,1.85,Horror
2243,5,longa_metragem,english,USA,R,40000000.0,1.85,Comedy
2244,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Drama
2245,5,longa_metragem,english,USA,R,20000000.0,2.35,Comedy
2246,5,longa_metragem,english,USA,PG,20000000.0,1.78,Comedy
2248,6-7,longa_metragem,english,USA,PG,30000000.0,1.85,Comedy
2249,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Drama
2250,8-10,longa_metragem,english,USA,R,15000000.0,2.35,Adventure
2251,5,longa_metragem,english,USA,PG-13,20000000.0,2.35,Comedy
2252,5,longa_metragem,english,France,R,20000000.0,2.35,Adventure
2253,6-7,longa_metragem,english,USA,R,19000000.0,1.85,Crime
2254,6-7,media_metragem,english,USA,G,20000000.0,1.85,Animation
2255,6-7,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2256,6-7,longa_metragem,other,Hong Kong,R,20000000.0,2.35,Action
2258,<4,longa_metragem,english,USA,G,35000000.0,1.85,Comedy
2259,6-7,longa_metragem,other,USA,PG-13,20000000.0,2.35,Drama
2260,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Drama
2261,5,longa_metragem,english,USA,PG-13,20000000.0,2.35,Action
2263,5,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2264,5,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2266,6-7,longa_metragem,english,USA,G,20000000.0,2.76,Biography
2268,<4,longa_metragem,english,USA,PG-13,25000000.0,1.85,Comedy
2269,5,longa_metragem,english,USA,PG-13,27000000.0,2.35,Action
2270,6-7,longa_metragem,english,USA,PG,20000000.0,1.85,Action
2271,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Comedy
2272,6-7,longa_metragem,english,France,PG-13,20000000.0,2.35,Action
2273,<4,longa_metragem,english,USA,PG-13,40000000.0,1.85,Comedy
2274,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Action
2275,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Comedy
2276,6-7,longa_metragem,english,USA,PG,20000000.0,2.35,Biography
2277,6-7,longa_metragem,english,UK,R,30000000.0,2.35,Drama
2278,6-7,longa_metragem,english,USA,R,22000000.0,1.85,Comedy
2279,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Action
2280,6-7,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2281,5,longa_metragem,english,USA,PG-13,22000000.0,2.35,Action
2282,6-7,longa_metragem,english,UK,R,20000000.0,2.35,Drama
2283,<4,longa_metragem,english,USA,PG,20000000.0,1.85,Action
2284,6-7,longa_metragem,english,UK,PG-13,20000000.0,2.35,Comedy
2285,6-7,longa_metragem,english,UK,R,20000000.0,1.85,Comedy
2286,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Action
2287,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Comedy
2288,6-7,longa_metragem,english,Australia,PG-13,20000000.0,1.37,Comedy
2289,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Comedy
2290,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Comedy
2291,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Comedy
2293,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Action
2294,6-7,longa_metragem,english,USA,PG-13,21000000.0,2.35,Adventure
2295,<4,longa_metragem,english,Germany,PG,20000000.0,2.35,Comedy
2296,5,longa_metragem,english,Germany,PG-13,33000000.0,1.85,Action
2297,<4,longa_metragem,english,USA,PG-13,20000000.0,1.85,Action
2298,6-7,longa_metragem,english,USA,PG-13,20000000.0,1.85,Comedy
2300,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Comedy
2301,<4,longa_metragem,english,USA,G,20000000.0,1.85,Adventure
2302,5,longa_metragem,english,USA,PG-13,20000000.0,1.85,Drama
2304,<4,longa_metragem,english,USA,PG-13,12000000.0,2.35,Comedy
2305,5,longa_metragem,english,Russia,R,20000000.0,1.85,Action
2306,6-7,longa_metragem,english,Canada,PG-13,22000000.0,2.35,Drama
2307,5,longa_metragem,english,USA,R,20000000.0,2.35,Adventure
2308,6-7,longa_metragem,english,UK,R,10000000.0,1.66,Biography
2310,6-7,longa_metragem,english,UK,R,15000000.0,1.85,Biography
2311,6-7,longa_metragem,english,USA,R,8700000.0,1.85,Animation
2312,6-7,longa_metragem,english,USA,PG,20000000.0,1.85,Biography
2313,<4,longa_metragem,english,Canada,R,20000000.0,2.35,Horror
2314,6-7,longa_metragem,english,USA,PG,20000000.0,2.35,Comedy
2315,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Drama
2316,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Action
2318,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Biography
2319,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Biography
2320,<4,longa_metragem,english,USA,PG-13,20000000.0,2.35,Action
2321,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Adventure
2322,6-7,longa_metragem,english,USA,R,21000000.0,2.35,Comedy
2323,8-10,longa_metragem,other,Japan,PG-13,2400000000.0,1.85,Adventure
2324,6-7,longa_metragem,other,France,PG-13,20000000.0,2.35,Comedy
2325,<4,longa_metragem,english,USA,PG,20000000.0,2.35,Biography
2326,6-7,longa_metragem,english,Australia,R,2000000.0,2.35,Crime
2327,6-7,longa_metragem,english,USA,PG,20000000.0,2.35,Biography
2328,<4,longa_metragem,english,USA,R,20000000.0,1.85,Comedy
2329,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Action
2330,6-7,longa_metragem,english,Australia,R,40000000.0,2.35,Drama
2331,6-7,longa_metragem,english,USA,R,24000000.0,2.35,Crime
2333,5,longa_metragem,english,USA,R,10000000.0,2.35,Drama
2334,6-7,longa_metragem,other,Japan,PG-13,2127519898.0,1.85,Action
2335,6-7,longa_metragem,english,USA,PG,20000000.0,2.35,Drama
2337,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Action
2340,5,longa_metragem,english,USA,PG-13,20000000.0,2.35,Action
2341,5,longa_metragem,english,USA,R,22000000.0,1.85,Crime
2343,5,longa_metragem,english,USA,PG-13,20000000.0,2.35,Comedy
2354,6-7,longa_metragem,other,China,PG-13,19400000.0,2.35,Drama
2355,6-7,longa_metragem,other,Germany,R,20000000.0,1.85,Action
2356,8-10,longa_metragem,english,USA,PG-13,22000000.0,2.35,Adventure
2357,5,longa_metragem,english,USA,R,20000000.0,1.85,Comedy
2358,6-7,longa_metragem,english,USA,R,19000000.0,1.85,Crime
2359,5,longa_metragem,english,USA,PG,20000000.0,1.85,Comedy
2360,6-7,longa_metragem,english,USA,R,15000000.0,2.35,Horror
2361,5,longa_metragem,english,USA,R,20000000.0,1.33,Horror
2363,8-10,longa_metragem,english,USA,PG,19000000.0,1.18,Adventure
2364,5,longa_metragem,english,USA,R,19000000.0,1.37,Horror
2365,<4,longa_metragem,english,USA,PG-13,13000000.0,1.85,Comedy
2367,6-7,longa_metragem,english,USA,PG-13,19000000.0,2.35,Comedy
2368,5,longa_metragem,english,USA,PG-13,18000000.0,1.85,Comedy
2369,6-7,longa_metragem,english,Belgium,R,15000000.0,2.35,Biography
2371,<4,longa_metragem,english,UK,G,19000000.0,1.85,Adventure
2372,6-7,longa_metragem,english,USA,R,20000000.0,2.35,Horror
2373,8-10,longa_metragem,other,Japan,PG,19000000.0,1.85,Adventure
2375,6-7,longa_metragem,english,UK,PG,25000000.0,2.35,Action
2376,6-7,longa_metragem,english,USA,PG-13,19000000.0,2.35,Drama
2377,6-7,longa_metragem,english,USA,R,19000000.0,1.85,Adventure
2378,6-7,longa_metragem,english,USA,PG,19000000.0,2.35,Comedy
2380,6-7,longa_metragem,english,USA,R,23000000.0,2.35,Comedy
2382,5,longa_metragem,english,USA,G,19000000.0,1.85,Family
2383,6-7,longa_metragem,english,France,R,19000000.0,1.85,Crime
2385,6-7,longa_metragem,english,USA,R,19000000.0,2.35,Drama
2386,6-7,longa_metragem,english,USA,R,19000000.0,1.85,Comedy
2387,6-7,longa_metragem,english,Canada,R,15000000.0,2.35,Horror
2389,6-7,longa_metragem,english,USA,R,18500000.0,2.35,Adventure
2390,6-7,longa_metragem,english,USA,PG-13,18500000.0,1.85,Comedy
2391,6-7,longa_metragem,english,USA,R,18000000.0,2.35,Comedy
2392,6-7,longa_metragem,english,USA,PG-13,18000000.0,1.85,Action
2393,6-7,longa_metragem,english,USA,PG,18000000.0,1.85,Comedy
2394,6-7,longa_metragem,english,USA,R,18000000.0,1.85,Comedy
2395,6-7,longa_metragem,english,USA,PG-13,18000000.0,2.35,Comedy
2396,6-7,longa_metragem,english,USA,PG,17000000.0,2.35,Action
2397,6-7,longa_metragem,english,USA,PG-13,20000000.0,2.35,Drama
2398,5,longa_metragem,english,USA,R,17000000.0,1.85,Comedy
2399,<4,longa_metragem,english,USA,PG-13,16000000.0,2.35,Action
2400,6-7,longa_metragem,english,USA,PG-13,17000000.0,1.85,Comedy
2401,5,longa_metragem,english,USA,PG-13,18000000.0,1.85,Comedy
2402,6-7,longa_metragem,english,USA,R,18000000.0,1.85,Comedy
2403,6-7,media_metragem,english,USA,PG-13,17000000.0,2.35,Comedy
2404,6-7,longa_metragem,english,USA,PG-13,18000000.0,2.35,Comedy
2405,6-7,longa_metragem,english,USA,PG,21000000.0,2.35,Comedy
2406,6-7,longa_metragem,english,USA,R,15000000.0,1.85,Action
2407,8-10,longa_metragem,english,USA,R,18000000.0,2.35,Biography
2408,<4,longa_metragem,english,USA,PG-13,20000000.0,2.35,Horror
2409,6-7,longa_metragem,english,USA,PG-13,17000000.0,1.85,Comedy
2410,6-7,longa_metragem,english,USA,PG-13,18000000.0,1.85,Comedy
2411,6-7,longa_metragem,english,UK,R,19800000.0,2.35,Drama
2413,6-7,longa_metragem,english,USA,PG-13,18000000.0,1.85,Comedy
2414,6-7,longa_metragem,english,USA,R,18000000.0,1.85,Comedy
2415,6-7,longa_metragem,english,USA,PG-13,18000000.0,2.35,Drama
2416,6-7,longa_metragem,english,USA,R,15000000.0,2.35,Drama
2417,5,longa_metragem,english,USA,PG-13,25000000.0,1.85,Drama
2419,5,longa_metragem,english,USA,PG-13,18000000.0,1.85,Action
2420,6-7,longa_metragem,english,USA,R,1000000.0,2.35,Fantasy
2421,6-7,longa_metragem,english,USA,PG,18000000.0,2.35,Biography
2423,5,longa_metragem,english,USA,R,18000000.0,2.35,Comedy
2424,5,longa_metragem,english,USA,PG,18000000.0,2.35,Action
2425,8-10,longa_metragem,english,USA,R,18000000.0,1.85,Biography
2426,5,longa_metragem,english,USA,PG-13,18000000.0,1.85,Drama
2427,6-7,longa_metragem,english,USA,PG-13,18000000.0,1.85,Adventure
2428,5,longa_metragem,english,USA,PG,18000000.0,2.35,Comedy
2429,6-7,longa_metragem,english,USA,R,18000000.0,1.85,Adventure
2430,6-7,longa_metragem,english,USA,PG,18000000.0,1.85,Comedy
2431,6-7,longa_metragem,english,USA,PG-13,18000000.0,2.35,Drama
2432,5,longa_metragem,english,USA,PG-13,17000000.0,2.35,Comedy
2433,5,longa_metragem,english,USA,PG,18000000.0,1.85,Comedy
2434,6-7,longa_metragem,english,USA,R,18000000.0,2.35,Drama
2435,6-7,longa_metragem,english,UK,R,30000000.0,2.35,Biography
2436,5,longa_metragem,english,Canada,PG-13,18000000.0,1.85,Comedy
2437,6-7,longa_metragem,english,USA,R,18000000.0,1.85,Comedy
2438,5,longa_metragem,english,USA,PG,18000000.0,2.35,Action
2439,6-7,longa_metragem,english,USA,R,18000000.0,2.35,Drama
2441,<4,longa_metragem,english,USA,PG-13,18000000.0,2.35,Action
2442,6-7,longa_metragem,english,USA,R,18000000.0,1.85,Drama
2443,5,longa_metragem,english,USA,PG-13,18000000.0,2.35,Comedy
2444,5,longa_metragem,english,USA,PG,18000000.0,1.37,Adventure
2445,6-7,longa_metragem,english,Canada,R,18000000.0,1.85,Comedy
2446,5,longa_metragem,english,USA,R,17000000.0,1.85,Drama
2447,6-7,longa_metragem,english,USA,PG,18000000.0,2.35,Action
2448,6-7,longa_metragem,english,Germany,R,13000000.0,2.35,Biography
2449,6-7,longa_metragem,english,USA,R,18000000.0,1.85,Biography
2450,6-7,longa_metragem,english,USA,PG-13,18000000.0,2.35,Drama
2451,6-7,longa_metragem,other,Russia,R,20000000.0,2.35,Adventure
2452,6-7,longa_metragem,english,UK,R,18000000.0,2.35,Action
2453,<4,longa_metragem,english,USA,PG,20000000.0,1.85,Action
2454,6-7,longa_metragem,english,UK,PG-13,18000000.0,2.2,Drama
2456,6-7,longa_metragem,english,Greece,PG-13,18000000.0,2.35,Adventure
2457,6-7,longa_metragem,english,USA,R,18000000.0,2.35,Comedy
2458,6-7,longa_metragem,english,Australia,R,18000000.0,2.35,Biography
2460,6-7,longa_metragem,other,Germany,R,12000000.0,1.85,Drama
2462,5,longa_metragem,english,USA,R,2700000.0,1.85,Action
2463,6-7,longa_metragem,english,USA,R,18000000.0,1.85,Crime
2468,6-7,longa_metragem,english,Spain,R,11350000.0,2.35,Action
2471,6-7,longa_metragem,english,France,R,14000000.0,2.35,Action
2475,6-7,longa_metragem,english,USA,R,20000000.0,1.85,Comedy
2478,6-7,longa_metragem,english,USA,PG-13,23000000.0,1.85,Drama
2479,6-7,longa_metragem,english,USA,PG,17500000.0,1.85,Action
2480,8-10,longa_metragem,english,UK,PG-13,17500000.0,2.35,Drama
2481,6-7,longa_metragem,english,France,R,24000000.0,2.35,Action
