year,state,month,trt_month_year,trt_number,trt_region,trt_estacoes
1999,Par·,MarÁo,MarÁo - 1999,1,Norte,Outono
2000,Par·,MarÁo,MarÁo - 2000,1,Norte,Outono
2001,Par·,MarÁo,MarÁo - 2001,0,Norte,Outono
2002,Par·,MarÁo,MarÁo - 2002,1,Norte,Outono
2003,Par·,MarÁo,MarÁo - 2003,1,Norte,Outono
2004,Par·,MarÁo,MarÁo - 2004,1,Norte,Outono
2005,Par·,MarÁo,MarÁo - 2005,1,Norte,Outono
2006,Par·,MarÁo,MarÁo - 2006,1,Norte,Outono
2007,Par·,MarÁo,MarÁo - 2007,1,Norte,Outono
2008,Par·,MarÁo,MarÁo - 2008,1,Norte,Outono
2009,Par·,MarÁo,MarÁo - 2009,1,Norte,Outono
2010,Par·,MarÁo,MarÁo - 2010,1,Norte,Outono
2011,Par·,MarÁo,MarÁo - 2011,1,Norte,Outono
2012,Par·,MarÁo,MarÁo - 2012,1,Norte,Outono
2013,Par·,MarÁo,MarÁo - 2013,1,Norte,Outono
2014,Par·,MarÁo,MarÁo - 2014,1,Norte,Outono
2015,Par·,MarÁo,MarÁo - 2015,1,Norte,Outono
2016,Par·,MarÁo,MarÁo - 2016,1,Norte,Outono
2017,Par·,MarÁo,MarÁo - 2017,1,Norte,Outono
1998,Par·,Abril,Abril - 1998,0,Norte,Outono
1999,Par·,Abril,Abril - 1999,1,Norte,Outono
2000,Par·,Abril,Abril - 2000,1,Norte,Outono
2001,Par·,Abril,Abril - 2001,0,Norte,Outono
2002,Par·,Abril,Abril - 2002,1,Norte,Outono
2003,Par·,Abril,Abril - 2003,1,Norte,Outono
2004,Par·,Abril,Abril - 2004,1,Norte,Outono
2005,Par·,Abril,Abril - 2005,1,Norte,Outono
2006,Par·,Abril,Abril - 2006,1,Norte,Outono
2007,Par·,Abril,Abril - 2007,0,Norte,Outono
2008,Par·,Abril,Abril - 2008,1,Norte,Outono
2009,Par·,Abril,Abril - 2009,1,Norte,Outono
2010,Par·,Abril,Abril - 2010,1,Norte,Outono
2011,Par·,Abril,Abril - 2011,1,Norte,Outono
2012,Par·,Abril,Abril - 2012,1,Norte,Outono
2013,Par·,Abril,Abril - 2013,1,Norte,Outono
2014,Par·,Abril,Abril - 2014,1,Norte,Outono
2015,Par·,Abril,Abril - 2015,1,Norte,Outono
2016,Par·,Abril,Abril - 2016,1,Norte,Outono
2017,Par·,Abril,Abril - 2017,1,Norte,Outono
1998,Par·,Maio,Maio - 1998,0,Norte,Outono
1999,Par·,Maio,Maio - 1999,1,Norte,Outono
2000,Par·,Maio,Maio - 2000,1,Norte,Outono
2001,Par·,Maio,Maio - 2001,1,Norte,Outono
2002,Par·,Maio,Maio - 2002,1,Norte,Outono
2003,Par·,Maio,Maio - 2003,1,Norte,Outono
2004,Par·,Maio,Maio - 2004,1,Norte,Outono
2005,Par·,Maio,Maio - 2005,1,Norte,Outono
2006,Par·,Maio,Maio - 2006,0,Norte,Outono
2007,Par·,Maio,Maio - 2007,1,Norte,Outono
2008,Par·,Maio,Maio - 2008,0,Norte,Outono
2009,Par·,Maio,Maio - 2009,1,Norte,Outono
2010,Par·,Maio,Maio - 2010,1,Norte,Outono
2011,Par·,Maio,Maio - 2011,1,Norte,Outono
2012,Par·,Maio,Maio - 2012,1,Norte,Outono
2013,Par·,Maio,Maio - 2013,1,Norte,Outono
2014,Par·,Maio,Maio - 2014,1,Norte,Outono
2015,Par·,Maio,Maio - 2015,1,Norte,Outono
2016,Par·,Maio,Maio - 2016,1,Norte,Outono
2017,Par·,Maio,Maio - 2017,1,Norte,Outono
1998,Par·,Junho,Junho - 1998,1,Norte,Outono
1999,Par·,Junho,Junho - 1999,1,Norte,Outono
2000,Par·,Junho,Junho - 2000,1,Norte,Outono
2001,Par·,Junho,Junho - 2001,1,Norte,Outono
2002,Par·,Junho,Junho - 2002,1,Norte,Outono
2003,Par·,Junho,Junho - 2003,1,Norte,Outono
2004,Par·,Junho,Junho - 2004,1,Norte,Outono
2005,Par·,Junho,Junho - 2005,1,Norte,Outono
2006,Par·,Junho,Junho - 2006,1,Norte,Outono
2007,Par·,Junho,Junho - 2007,1,Norte,Outono
2008,Par·,Junho,Junho - 2008,1,Norte,Outono
2009,Par·,Junho,Junho - 2009,1,Norte,Outono
2010,Par·,Junho,Junho - 2010,1,Norte,Outono
2011,Par·,Junho,Junho - 2011,1,Norte,Outono
2012,Par·,Junho,Junho - 2012,1,Norte,Outono
2013,Par·,Junho,Junho - 2013,1,Norte,Outono
2014,Par·,Junho,Junho - 2014,1,Norte,Outono
2015,Par·,Junho,Junho - 2015,1,Norte,Outono
2016,Par·,Junho,Junho - 2016,1,Norte,Outono
2017,Par·,Junho,Junho - 2017,1,Norte,Outono
1998,Par·,Julho,Julho - 1998,1,Norte,Inverno
1999,Par·,Julho,Julho - 1999,1,Norte,Inverno
2000,Par·,Julho,Julho - 2000,1,Norte,Inverno
2001,Par·,Julho,Julho - 2001,1,Norte,Inverno
2002,Par·,Julho,Julho - 2002,1,Norte,Inverno
2003,Par·,Julho,Julho - 2003,1,Norte,Inverno
2004,Par·,Julho,Julho - 2004,1,Norte,Inverno
2005,Par·,Julho,Julho - 2005,1,Norte,Inverno
2006,Par·,Julho,Julho - 2006,1,Norte,Inverno
2007,Par·,Julho,Julho - 2007,1,Norte,Inverno
2008,Par·,Julho,Julho - 2008,1,Norte,Inverno
2009,Par·,Julho,Julho - 2009,1,Norte,Inverno
2010,Par·,Julho,Julho - 2010,1,Norte,Inverno
2011,Par·,Julho,Julho - 2011,1,Norte,Inverno
2012,Par·,Julho,Julho - 2012,1,Norte,Inverno
2013,Par·,Julho,Julho - 2013,1,Norte,Inverno
2014,Par·,Julho,Julho - 2014,1,Norte,Inverno
2015,Par·,Julho,Julho - 2015,1,Norte,Inverno
2016,Par·,Julho,Julho - 2016,1,Norte,Inverno
2017,Par·,Julho,Julho - 2017,1,Norte,Inverno
1998,Par·,Agosto,Agosto - 1998,1,Norte,Inverno
1999,Par·,Agosto,Agosto - 1999,1,Norte,Inverno
2000,Par·,Agosto,Agosto - 2000,1,Norte,Inverno
2001,Par·,Agosto,Agosto - 2001,1,Norte,Inverno
2002,Par·,Agosto,Agosto - 2002,1,Norte,Inverno
2003,Par·,Agosto,Agosto - 2003,1,Norte,Inverno
2004,Par·,Agosto,Agosto - 2004,1,Norte,Inverno
2005,Par·,Agosto,Agosto - 2005,1,Norte,Inverno
2006,Par·,Agosto,Agosto - 2006,1,Norte,Inverno
2007,Par·,Agosto,Agosto - 2007,1,Norte,Inverno
2008,Par·,Agosto,Agosto - 2008,1,Norte,Inverno
2009,Par·,Agosto,Agosto - 2009,1,Norte,Inverno
2010,Par·,Agosto,Agosto - 2010,1,Norte,Inverno
2011,Par·,Agosto,Agosto - 2011,1,Norte,Inverno
2012,Par·,Agosto,Agosto - 2012,1,Norte,Inverno
2013,Par·,Agosto,Agosto - 2013,1,Norte,Inverno
2014,Par·,Agosto,Agosto - 2014,1,Norte,Inverno
2015,Par·,Agosto,Agosto - 2015,1,Norte,Inverno
2016,Par·,Agosto,Agosto - 2016,1,Norte,Inverno
2017,Par·,Agosto,Agosto - 2017,1,Norte,Inverno
1998,Par·,Setembro,Setembro - 1998,1,Norte,Inverno
1999,Par·,Setembro,Setembro - 1999,1,Norte,Inverno
2000,Par·,Setembro,Setembro - 2000,1,Norte,Inverno
2001,Par·,Setembro,Setembro - 2001,1,Norte,Inverno
2002,Par·,Setembro,Setembro - 2002,1,Norte,Inverno
2003,Par·,Setembro,Setembro - 2003,1,Norte,Inverno
2004,Par·,Setembro,Setembro - 2004,1,Norte,Inverno
2005,Par·,Setembro,Setembro - 2005,1,Norte,Inverno
2006,Par·,Setembro,Setembro - 2006,1,Norte,Inverno
2007,Par·,Setembro,Setembro - 2007,1,Norte,Inverno
2008,Par·,Setembro,Setembro - 2008,1,Norte,Inverno
2009,Par·,Setembro,Setembro - 2009,1,Norte,Inverno
2010,Par·,Setembro,Setembro - 2010,1,Norte,Inverno
2011,Par·,Setembro,Setembro - 2011,1,Norte,Inverno
2012,Par·,Setembro,Setembro - 2012,1,Norte,Inverno
2013,Par·,Setembro,Setembro - 2013,1,Norte,Inverno
2014,Par·,Setembro,Setembro - 2014,1,Norte,Inverno
2015,Par·,Setembro,Setembro - 2015,1,Norte,Inverno
2016,Par·,Setembro,Setembro - 2016,1,Norte,Inverno
2017,Par·,Setembro,Setembro - 2017,1,Norte,Inverno
1998,Par·,Outubro,Outubro - 1998,1,Norte,Primavera
1999,Par·,Outubro,Outubro - 1999,1,Norte,Primavera
2000,Par·,Outubro,Outubro - 2000,1,Norte,Primavera
2001,Par·,Outubro,Outubro - 2001,1,Norte,Primavera
2002,Par·,Outubro,Outubro - 2002,1,Norte,Primavera
2003,Par·,Outubro,Outubro - 2003,1,Norte,Primavera
2004,Par·,Outubro,Outubro - 2004,1,Norte,Primavera
2005,Par·,Outubro,Outubro - 2005,1,Norte,Primavera
2006,Par·,Outubro,Outubro - 2006,1,Norte,Primavera
2007,Par·,Outubro,Outubro - 2007,1,Norte,Primavera
2008,Par·,Outubro,Outubro - 2008,1,Norte,Primavera
2009,Par·,Outubro,Outubro - 2009,1,Norte,Primavera
2010,Par·,Outubro,Outubro - 2010,1,Norte,Primavera
2011,Par·,Outubro,Outubro - 2011,1,Norte,Primavera
2012,Par·,Outubro,Outubro - 2012,1,Norte,Primavera
2013,Par·,Outubro,Outubro - 2013,1,Norte,Primavera
2014,Par·,Outubro,Outubro - 2014,1,Norte,Primavera
2015,Par·,Outubro,Outubro - 2015,1,Norte,Primavera
2016,Par·,Outubro,Outubro - 2016,1,Norte,Primavera
2017,Par·,Outubro,Outubro - 2017,1,Norte,Primavera
1998,Par·,Novembro,Novembro - 1998,1,Norte,Primavera
1999,Par·,Novembro,Novembro - 1999,1,Norte,Primavera
2000,Par·,Novembro,Novembro - 2000,1,Norte,Primavera
2001,Par·,Novembro,Novembro - 2001,1,Norte,Primavera
2002,Par·,Novembro,Novembro - 2002,1,Norte,Primavera
2003,Par·,Novembro,Novembro - 2003,1,Norte,Primavera
2004,Par·,Novembro,Novembro - 2004,1,Norte,Primavera
2005,Par·,Novembro,Novembro - 2005,1,Norte,Primavera
2006,Par·,Novembro,Novembro - 2006,1,Norte,Primavera
2007,Par·,Novembro,Novembro - 2007,1,Norte,Primavera
2008,Par·,Novembro,Novembro - 2008,1,Norte,Primavera
2009,Par·,Novembro,Novembro - 2009,1,Norte,Primavera
2010,Par·,Novembro,Novembro - 2010,1,Norte,Primavera
2011,Par·,Novembro,Novembro - 2011,1,Norte,Primavera
2012,Par·,Novembro,Novembro - 2012,1,Norte,Primavera
2013,Par·,Novembro,Novembro - 2013,1,Norte,Primavera
2014,Par·,Novembro,Novembro - 2014,1,Norte,Primavera
2015,Par·,Novembro,Novembro - 2015,1,Norte,Primavera
2016,Par·,Novembro,Novembro - 2016,1,Norte,Primavera
2017,Par·,Novembro,Novembro - 2017,1,Norte,Primavera
1998,Par·,Dezembro,Dezembro - 1998,1,Norte,Primavera
1999,Par·,Dezembro,Dezembro - 1999,1,Norte,Primavera
2000,Par·,Dezembro,Dezembro - 2000,1,Norte,Primavera
2001,Par·,Dezembro,Dezembro - 2001,1,Norte,Primavera
2002,Par·,Dezembro,Dezembro - 2002,1,Norte,Primavera
2003,Par·,Dezembro,Dezembro - 2003,1,Norte,Primavera
2004,Par·,Dezembro,Dezembro - 2004,1,Norte,Primavera
2005,Par·,Dezembro,Dezembro - 2005,1,Norte,Primavera
2006,Par·,Dezembro,Dezembro - 2006,1,Norte,Primavera
2007,Par·,Dezembro,Dezembro - 2007,1,Norte,Primavera
2008,Par·,Dezembro,Dezembro - 2008,1,Norte,Primavera
2009,Par·,Dezembro,Dezembro - 2009,1,Norte,Primavera
2010,Par·,Dezembro,Dezembro - 2010,1,Norte,Primavera
2011,Par·,Dezembro,Dezembro - 2011,1,Norte,Primavera
2012,Par·,Dezembro,Dezembro - 2012,1,Norte,Primavera
2013,Par·,Dezembro,Dezembro - 2013,1,Norte,Primavera
2014,Par·,Dezembro,Dezembro - 2014,1,Norte,Primavera
2015,Par·,Dezembro,Dezembro - 2015,1,Norte,Primavera
2016,Par·,Dezembro,Dezembro - 2016,1,Norte,Primavera
1998,Paraiba,Janeiro,Janeiro - 1998,0,Nordeste,Verao
1999,Paraiba,Janeiro,Janeiro - 1999,1,Nordeste,Verao
2000,Paraiba,Janeiro,Janeiro - 2000,0,Nordeste,Verao
2001,Paraiba,Janeiro,Janeiro - 2001,1,Nordeste,Verao
2002,Paraiba,Janeiro,Janeiro - 2002,1,Nordeste,Verao
2003,Paraiba,Janeiro,Janeiro - 2003,1,Nordeste,Verao
2004,Paraiba,Janeiro,Janeiro - 2004,1,Nordeste,Verao
2005,Paraiba,Janeiro,Janeiro - 2005,1,Nordeste,Verao
2006,Paraiba,Janeiro,Janeiro - 2006,1,Nordeste,Verao
2007,Paraiba,Janeiro,Janeiro - 2007,1,Nordeste,Verao
2008,Paraiba,Janeiro,Janeiro - 2008,1,Nordeste,Verao
2009,Paraiba,Janeiro,Janeiro - 2009,1,Nordeste,Verao
2010,Paraiba,Janeiro,Janeiro - 2010,1,Nordeste,Verao
2011,Paraiba,Janeiro,Janeiro - 2011,1,Nordeste,Verao
2012,Paraiba,Janeiro,Janeiro - 2012,1,Nordeste,Verao
2013,Paraiba,Janeiro,Janeiro - 2013,1,Nordeste,Verao
2014,Paraiba,Janeiro,Janeiro - 2014,1,Nordeste,Verao
2015,Paraiba,Janeiro,Janeiro - 2015,1,Nordeste,Verao
2016,Paraiba,Janeiro,Janeiro - 2016,1,Nordeste,Verao
2017,Paraiba,Janeiro,Janeiro - 2017,1,Nordeste,Verao
1998,Paraiba,Fevereiro,Fevereiro - 1998,0,Nordeste,Verao
1999,Paraiba,Fevereiro,Fevereiro - 1999,1,Nordeste,Verao
2000,Paraiba,Fevereiro,Fevereiro - 2000,1,Nordeste,Verao
2001,Paraiba,Fevereiro,Fevereiro - 2001,1,Nordeste,Verao
2002,Paraiba,Fevereiro,Fevereiro - 2002,1,Nordeste,Verao
2003,Paraiba,Fevereiro,Fevereiro - 2003,1,Nordeste,Verao
2004,Paraiba,Fevereiro,Fevereiro - 2004,1,Nordeste,Verao
2005,Paraiba,Fevereiro,Fevereiro - 2005,1,Nordeste,Verao
2006,Paraiba,Fevereiro,Fevereiro - 2006,1,Nordeste,Verao
2007,Paraiba,Fevereiro,Fevereiro - 2007,1,Nordeste,Verao
2008,Paraiba,Fevereiro,Fevereiro - 2008,1,Nordeste,Verao
2009,Paraiba,Fevereiro,Fevereiro - 2009,1,Nordeste,Verao
2010,Paraiba,Fevereiro,Fevereiro - 2010,1,Nordeste,Verao
2011,Paraiba,Fevereiro,Fevereiro - 2011,1,Nordeste,Verao
2012,Paraiba,Fevereiro,Fevereiro - 2012,1,Nordeste,Verao
2013,Paraiba,Fevereiro,Fevereiro - 2013,1,Nordeste,Verao
2014,Paraiba,Fevereiro,Fevereiro - 2014,1,Nordeste,Verao
2015,Paraiba,Fevereiro,Fevereiro - 2015,1,Nordeste,Verao
2016,Paraiba,Fevereiro,Fevereiro - 2016,1,Nordeste,Verao
2017,Paraiba,Fevereiro,Fevereiro - 2017,1,Nordeste,Verao
1998,Paraiba,MarÁo,MarÁo - 1998,0,Nordeste,Outono
1999,Paraiba,MarÁo,MarÁo - 1999,1,Nordeste,Outono
2000,Paraiba,MarÁo,MarÁo - 2000,1,Nordeste,Outono
2001,Paraiba,MarÁo,MarÁo - 2001,0,Nordeste,Outono
2002,Paraiba,MarÁo,MarÁo - 2002,1,Nordeste,Outono
2003,Paraiba,MarÁo,MarÁo - 2003,0,Nordeste,Outono
2004,Paraiba,MarÁo,MarÁo - 2004,1,Nordeste,Outono
2005,Paraiba,MarÁo,MarÁo - 2005,1,Nordeste,Outono
2006,Paraiba,MarÁo,MarÁo - 2006,1,Nordeste,Outono
2007,Paraiba,MarÁo,MarÁo - 2007,1,Nordeste,Outono
2008,Paraiba,MarÁo,MarÁo - 2008,1,Nordeste,Outono
2009,Paraiba,MarÁo,MarÁo - 2009,1,Nordeste,Outono
2010,Paraiba,MarÁo,MarÁo - 2010,1,Nordeste,Outono
2011,Paraiba,MarÁo,MarÁo - 2011,1,Nordeste,Outono
2012,Paraiba,MarÁo,MarÁo - 2012,1,Nordeste,Outono
2013,Paraiba,MarÁo,MarÁo - 2013,1,Nordeste,Outono
2014,Paraiba,MarÁo,MarÁo - 2014,1,Nordeste,Outono
2015,Paraiba,MarÁo,MarÁo - 2015,1,Nordeste,Outono
2016,Paraiba,MarÁo,MarÁo - 2016,1,Nordeste,Outono
2017,Paraiba,MarÁo,MarÁo - 2017,1,Nordeste,Outono
1998,Paraiba,Abril,Abril - 1998,0,Nordeste,Outono
1999,Paraiba,Abril,Abril - 1999,1,Nordeste,Outono
2000,Paraiba,Abril,Abril - 2000,1,Nordeste,Outono
2001,Paraiba,Abril,Abril - 2001,0,Nordeste,Outono
2002,Paraiba,Abril,Abril - 2002,1,Nordeste,Outono
2003,Paraiba,Abril,Abril - 2003,0,Nordeste,Outono
2004,Paraiba,Abril,Abril - 2004,1,Nordeste,Outono
2005,Paraiba,Abril,Abril - 2005,1,Nordeste,Outono
2006,Paraiba,Abril,Abril - 2006,0,Nordeste,Outono
2007,Paraiba,Abril,Abril - 2007,0,Nordeste,Outono
2008,Paraiba,Abril,Abril - 2008,0,Nordeste,Outono
2009,Paraiba,Abril,Abril - 2009,1,Nordeste,Outono
2010,Paraiba,Abril,Abril - 2010,1,Nordeste,Outono
2011,Paraiba,Abril,Abril - 2011,1,Nordeste,Outono
2012,Paraiba,Abril,Abril - 2012,1,Nordeste,Outono
2013,Paraiba,Abril,Abril - 2013,1,Nordeste,Outono
2014,Paraiba,Abril,Abril - 2014,1,Nordeste,Outono
2015,Paraiba,Abril,Abril - 2015,1,Nordeste,Outono
2016,Paraiba,Abril,Abril - 2016,1,Nordeste,Outono
2017,Paraiba,Abril,Abril - 2017,1,Nordeste,Outono
1998,Paraiba,Maio,Maio - 1998,0,Nordeste,Outono
1999,Paraiba,Maio,Maio - 1999,0,Nordeste,Outono
2000,Paraiba,Maio,Maio - 2000,0,Nordeste,Outono
2001,Paraiba,Maio,Maio - 2001,1,Nordeste,Outono
2002,Paraiba,Maio,Maio - 2002,1,Nordeste,Outono
2003,Paraiba,Maio,Maio - 2003,0,Nordeste,Outono
2004,Paraiba,Maio,Maio - 2004,1,Nordeste,Outono
2005,Paraiba,Maio,Maio - 2005,0,Nordeste,Outono
2006,Paraiba,Maio,Maio - 2006,0,Nordeste,Outono
2007,Paraiba,Maio,Maio - 2007,0,Nordeste,Outono
2008,Paraiba,Maio,Maio - 2008,0,Nordeste,Outono
2009,Paraiba,Maio,Maio - 2009,0,Nordeste,Outono
2010,Paraiba,Maio,Maio - 2010,1,Nordeste,Outono
2011,Paraiba,Maio,Maio - 2011,0,Nordeste,Outono
2012,Paraiba,Maio,Maio - 2012,1,Nordeste,Outono
2013,Paraiba,Maio,Maio - 2013,1,Nordeste,Outono
2014,Paraiba,Maio,Maio - 2014,1,Nordeste,Outono
2015,Paraiba,Maio,Maio - 2015,1,Nordeste,Outono
2016,Paraiba,Maio,Maio - 2016,1,Nordeste,Outono
2017,Paraiba,Maio,Maio - 2017,1,Nordeste,Outono
1998,Paraiba,Junho,Junho - 1998,1,Nordeste,Outono
1999,Paraiba,Junho,Junho - 1999,1,Nordeste,Outono
2000,Paraiba,Junho,Junho - 2000,1,Nordeste,Outono
2001,Paraiba,Junho,Junho - 2001,0,Nordeste,Outono
2002,Paraiba,Junho,Junho - 2002,1,Nordeste,Outono
2003,Paraiba,Junho,Junho - 2003,0,Nordeste,Outono
2004,Paraiba,Junho,Junho - 2004,0,Nordeste,Outono
2005,Paraiba,Junho,Junho - 2005,0,Nordeste,Outono
2006,Paraiba,Junho,Junho - 2006,0,Nordeste,Outono
2007,Paraiba,Junho,Junho - 2007,0,Nordeste,Outono
2008,Paraiba,Junho,Junho - 2008,0,Nordeste,Outono
2009,Paraiba,Junho,Junho - 2009,0,Nordeste,Outono
2010,Paraiba,Junho,Junho - 2010,1,Nordeste,Outono
2011,Paraiba,Junho,Junho - 2011,1,Nordeste,Outono
2012,Paraiba,Junho,Junho - 2012,1,Nordeste,Outono
2013,Paraiba,Junho,Junho - 2013,1,Nordeste,Outono
2014,Paraiba,Junho,Junho - 2014,1,Nordeste,Outono
2015,Paraiba,Junho,Junho - 2015,0,Nordeste,Outono
2016,Paraiba,Junho,Junho - 2016,1,Nordeste,Outono
2017,Paraiba,Junho,Junho - 2017,0,Nordeste,Outono
1998,Paraiba,Julho,Julho - 1998,0,Nordeste,Inverno
1999,Paraiba,Julho,Julho - 1999,1,Nordeste,Inverno
2000,Paraiba,Julho,Julho - 2000,0,Nordeste,Inverno
2001,Paraiba,Julho,Julho - 2001,1,Nordeste,Inverno
2002,Paraiba,Julho,Julho - 2002,1,Nordeste,Inverno
2003,Paraiba,Julho,Julho - 2003,1,Nordeste,Inverno
2004,Paraiba,Julho,Julho - 2004,1,Nordeste,Inverno
2005,Paraiba,Julho,Julho - 2005,0,Nordeste,Inverno
2006,Paraiba,Julho,Julho - 2006,1,Nordeste,Inverno
2007,Paraiba,Julho,Julho - 2007,1,Nordeste,Inverno
2008,Paraiba,Julho,Julho - 2008,0,Nordeste,Inverno
2009,Paraiba,Julho,Julho - 2009,1,Nordeste,Inverno
2010,Paraiba,Julho,Julho - 2010,1,Nordeste,Inverno
2011,Paraiba,Julho,Julho - 2011,1,Nordeste,Inverno
2012,Paraiba,Julho,Julho - 2012,1,Nordeste,Inverno
2013,Paraiba,Julho,Julho - 2013,1,Nordeste,Inverno
2014,Paraiba,Julho,Julho - 2014,1,Nordeste,Inverno
2015,Paraiba,Julho,Julho - 2015,1,Nordeste,Inverno
2016,Paraiba,Julho,Julho - 2016,1,Nordeste,Inverno
2017,Paraiba,Julho,Julho - 2017,1,Nordeste,Inverno
1998,Paraiba,Agosto,Agosto - 1998,1,Nordeste,Inverno
1999,Paraiba,Agosto,Agosto - 1999,1,Nordeste,Inverno
2000,Paraiba,Agosto,Agosto - 2000,1,Nordeste,Inverno
2001,Paraiba,Agosto,Agosto - 2001,1,Nordeste,Inverno
2002,Paraiba,Agosto,Agosto - 2002,1,Nordeste,Inverno
2003,Paraiba,Agosto,Agosto - 2003,1,Nordeste,Inverno
2004,Paraiba,Agosto,Agosto - 2004,1,Nordeste,Inverno
2005,Paraiba,Agosto,Agosto - 2005,0,Nordeste,Inverno
2006,Paraiba,Agosto,Agosto - 2006,1,Nordeste,Inverno
2007,Paraiba,Agosto,Agosto - 2007,1,Nordeste,Inverno
2008,Paraiba,Agosto,Agosto - 2008,1,Nordeste,Inverno
2009,Paraiba,Agosto,Agosto - 2009,1,Nordeste,Inverno
2010,Paraiba,Agosto,Agosto - 2010,1,Nordeste,Inverno
2011,Paraiba,Agosto,Agosto - 2011,1,Nordeste,Inverno
2012,Paraiba,Agosto,Agosto - 2012,1,Nordeste,Inverno
2013,Paraiba,Agosto,Agosto - 2013,1,Nordeste,Inverno
2014,Paraiba,Agosto,Agosto - 2014,1,Nordeste,Inverno
2015,Paraiba,Agosto,Agosto - 2015,1,Nordeste,Inverno
2016,Paraiba,Agosto,Agosto - 2016,1,Nordeste,Inverno
2017,Paraiba,Agosto,Agosto - 2017,1,Nordeste,Inverno
1998,Paraiba,Setembro,Setembro - 1998,1,Nordeste,Inverno
1999,Paraiba,Setembro,Setembro - 1999,1,Nordeste,Inverno
2000,Paraiba,Setembro,Setembro - 2000,1,Nordeste,Inverno
2001,Paraiba,Setembro,Setembro - 2001,1,Nordeste,Inverno
2002,Paraiba,Setembro,Setembro - 2002,1,Nordeste,Inverno
2003,Paraiba,Setembro,Setembro - 2003,1,Nordeste,Inverno
2004,Paraiba,Setembro,Setembro - 2004,1,Nordeste,Inverno
2005,Paraiba,Setembro,Setembro - 2005,1,Nordeste,Inverno
2006,Paraiba,Setembro,Setembro - 2006,1,Nordeste,Inverno
2007,Paraiba,Setembro,Setembro - 2007,1,Nordeste,Inverno
2008,Paraiba,Setembro,Setembro - 2008,1,Nordeste,Inverno
2009,Paraiba,Setembro,Setembro - 2009,1,Nordeste,Inverno
2010,Paraiba,Setembro,Setembro - 2010,1,Nordeste,Inverno
2011,Paraiba,Setembro,Setembro - 2011,1,Nordeste,Inverno
2012,Paraiba,Setembro,Setembro - 2012,1,Nordeste,Inverno
2013,Paraiba,Setembro,Setembro - 2013,1,Nordeste,Inverno
2014,Paraiba,Setembro,Setembro - 2014,1,Nordeste,Inverno
2015,Paraiba,Setembro,Setembro - 2015,1,Nordeste,Inverno
2016,Paraiba,Setembro,Setembro - 2016,1,Nordeste,Inverno
2017,Paraiba,Setembro,Setembro - 2017,1,Nordeste,Inverno
1998,Paraiba,Outubro,Outubro - 1998,1,Nordeste,Primavera
1999,Paraiba,Outubro,Outubro - 1999,1,Nordeste,Primavera
2000,Paraiba,Outubro,Outubro - 2000,1,Nordeste,Primavera
2001,Paraiba,Outubro,Outubro - 2001,1,Nordeste,Primavera
2002,Paraiba,Outubro,Outubro - 2002,1,Nordeste,Primavera
2003,Paraiba,Outubro,Outubro - 2003,1,Nordeste,Primavera
2004,Paraiba,Outubro,Outubro - 2004,1,Nordeste,Primavera
2005,Paraiba,Outubro,Outubro - 2005,1,Nordeste,Primavera
2006,Paraiba,Outubro,Outubro - 2006,1,Nordeste,Primavera
2007,Paraiba,Outubro,Outubro - 2007,1,Nordeste,Primavera
2008,Paraiba,Outubro,Outubro - 2008,1,Nordeste,Primavera
2009,Paraiba,Outubro,Outubro - 2009,1,Nordeste,Primavera
2010,Paraiba,Outubro,Outubro - 2010,1,Nordeste,Primavera
2011,Paraiba,Outubro,Outubro - 2011,1,Nordeste,Primavera
2012,Paraiba,Outubro,Outubro - 2012,1,Nordeste,Primavera
2013,Paraiba,Outubro,Outubro - 2013,1,Nordeste,Primavera
2014,Paraiba,Outubro,Outubro - 2014,1,Nordeste,Primavera
2015,Paraiba,Outubro,Outubro - 2015,1,Nordeste,Primavera
2016,Paraiba,Outubro,Outubro - 2016,1,Nordeste,Primavera
2017,Paraiba,Outubro,Outubro - 2017,1,Nordeste,Primavera
1998,Paraiba,Novembro,Novembro - 1998,1,Nordeste,Primavera
1999,Paraiba,Novembro,Novembro - 1999,1,Nordeste,Primavera
2000,Paraiba,Novembro,Novembro - 2000,1,Nordeste,Primavera
2001,Paraiba,Novembro,Novembro - 2001,1,Nordeste,Primavera
2002,Paraiba,Novembro,Novembro - 2002,1,Nordeste,Primavera
2003,Paraiba,Novembro,Novembro - 2003,1,Nordeste,Primavera
2004,Paraiba,Novembro,Novembro - 2004,1,Nordeste,Primavera
2005,Paraiba,Novembro,Novembro - 2005,1,Nordeste,Primavera
2006,Paraiba,Novembro,Novembro - 2006,1,Nordeste,Primavera
2007,Paraiba,Novembro,Novembro - 2007,1,Nordeste,Primavera
2008,Paraiba,Novembro,Novembro - 2008,1,Nordeste,Primavera
2009,Paraiba,Novembro,Novembro - 2009,1,Nordeste,Primavera
2010,Paraiba,Novembro,Novembro - 2010,1,Nordeste,Primavera
2011,Paraiba,Novembro,Novembro - 2011,1,Nordeste,Primavera
2012,Paraiba,Novembro,Novembro - 2012,1,Nordeste,Primavera
2013,Paraiba,Novembro,Novembro - 2013,1,Nordeste,Primavera
2014,Paraiba,Novembro,Novembro - 2014,1,Nordeste,Primavera
2015,Paraiba,Novembro,Novembro - 2015,1,Nordeste,Primavera
2016,Paraiba,Novembro,Novembro - 2016,1,Nordeste,Primavera
